YEAR,MO,DY,T2M_MAX,WS10M,WS50M
2007,12,3,12.51,4.01,5.31
2007,12,4,12.9,3.98,5.36
2007,12,5,13.04,3.16,4.45
2007,12,6,14.23,3.02,4.32
2007,12,7,15.66,3.89,6.12
2007,12,8,16.65,4.77,6.73
2007,12,9,18.26,4.89,7.59
2007,12,10,17.27,4.18,6.25
2007,12,11,12.62,3.25,4.41
2007,12,12,15.86,2.76,3.72
2007,12,13,15.85,3.45,5.18
2007,12,14,10.98,3.06,4.53
2007,12,15,12.67,4.61,7.0
2007,12,16,8.4,3.61,4.89
2007,12,17,10.07,5.48,8.1
2007,12,18,11.83,6.56,9.84
2007,12,19,12.03,8.06,11.12
2007,12,20,10.48,8.25,10.82
2007,12,21,10.14,5.08,7.09
2007,12,22,12.23,3.33,4.96
2007,12,23,11.33,3.05,4.22
2007,12,24,9.77,3.15,4.52
2007,12,25,9.22,4.57,6.2
2007,12,26,11.44,1.94,2.59
2007,12,27,8.4,1.62,2.18
2007,12,28,7.98,3.52,5.21
2007,12,29,6.9,4.35,6.31
2007,12,30,8.09,3.7,5.27
2007,12,31,10.74,4.33,6.7
2008,1,1,11.3,2.13,3.05
2008,1,2,13.09,5.23,8.74
2008,1,3,13.68,6.85,10.13
2008,1,4,5.69,5.83,7.88
2008,1,5,8.44,6.73,9.1
2008,1,6,13.07,4.66,6.53
2008,1,7,13.92,4.23,5.94
2008,1,8,13.5,2.07,3.14
2008,1,9,13.33,2.41,3.52
2008,1,10,12.98,2.85,4.01
2008,1,11,13.52,4.55,7.11
2008,1,12,12.71,2.77,3.92
2008,1,13,14.38,3.88,5.52
2008,1,14,13.46,3.91,5.78
2008,1,15,10.62,3.15,4.33
2008,1,16,13.32,5.44,7.39
2008,1,17,13.51,5.78,8.06
2008,1,18,16.81,4.15,6.12
2008,1,19,16.4,2.55,3.62
2008,1,20,15.58,2.56,3.7
2008,1,21,16.81,1.83,2.84
2008,1,22,15.99,3.03,4.29
2008,1,23,16.23,3.23,4.73
2008,1,24,14.62,2.97,4.35
2008,1,25,14.9,1.64,2.4
2008,1,26,15.97,3.59,5.88
2008,1,27,14.65,2.27,3.35
2008,1,28,13.32,4.66,7.05
2008,1,29,13.45,4.09,6.36
2008,1,30,15.73,3.27,4.7
2008,1,31,14.03,2.45,3.29
2008,2,1,15.58,3.13,4.47
2008,2,2,11.81,2.98,4.44
2008,2,3,14.29,4.47,6.58
2008,2,4,15.11,3.16,4.46
2008,2,5,17.07,3.41,4.8
2008,2,6,17.55,1.94,2.84
2008,2,7,16.54,2.23,2.95
2008,2,8,16.37,1.57,2.02
2008,2,9,16.05,3.27,4.59
2008,2,10,14.11,4.3,6.59
2008,2,11,14.47,5.66,8.02
2008,2,12,15.34,4.77,7.34
2008,2,13,13.88,5.83,8.47
2008,2,14,11.06,4.95,7.3
2008,2,15,16.34,2.91,4.19
2008,2,16,17.39,2.97,4.05
2008,2,17,10.13,6.34,8.45
2008,2,18,11.05,7.95,10.05
2008,2,19,14.43,7.45,10.13
2008,2,20,15.56,4.29,6.08
2008,2,21,12.63,3.84,5.77
2008,2,22,14.77,2.57,3.8
2008,2,23,12.44,5.32,7.28
2008,2,24,13.85,5.61,7.74
2008,2,25,16.76,4.11,6.03
2008,2,26,17.14,5.5,8.21
2008,2,27,17.82,3.28,4.85
2008,2,28,18.59,3.13,4.45
2008,2,29,16.19,3.48,5.05
2008,3,1,15.51,3.13,4.13
2008,3,2,17.23,2.75,3.99
2008,3,3,17.87,3.05,4.12
2008,3,4,19.75,3.99,5.62
2008,3,5,9.22,7.92,10.12
2008,3,6,9.21,5.32,7.41
2008,3,7,14.12,4.38,6.12
2008,3,8,16.53,4.34,6.6
2008,3,9,17.78,4.2,5.95
2008,3,10,18.25,4.48,6.34
2008,3,11,19.49,4.74,6.86
2008,3,12,22.95,2.47,3.31
2008,3,13,24.08,4.15,6.16
2008,3,14,23.12,4.54,6.57
2008,3,15,24.63,5.16,7.51
2008,3,16,21.31,4.23,5.8
2008,3,17,23.4,5.27,7.53
2008,3,18,23.7,3.64,4.66
2008,3,19,19.76,4.41,5.91
2008,3,20,13.87,6.28,7.95
2008,3,21,13.76,4.8,6.05
2008,3,22,14.26,7.13,9.27
2008,3,23,11.19,7.63,10.2
2008,3,24,15.8,3.37,5.36
2008,3,25,18.26,3.85,5.9
2008,3,26,18.1,5.12,7.12
2008,3,27,16.08,7.95,10.82
2008,3,28,21.58,4.62,6.79
2008,3,29,20.99,5.55,7.84
2008,3,30,17.4,4.27,6.0
2008,3,31,15.65,7.27,9.78
2008,4,1,17.44,6.23,8.77
2008,4,2,17.62,3.9,5.92
2008,4,3,20.22,2.87,4.19
2008,4,4,21.56,3.34,4.9
2008,4,5,23.4,4.16,5.93
2008,4,6,25.51,5.78,8.21
2008,4,7,24.67,9.59,13.05
2008,4,8,25.29,5.55,8.04
2008,4,9,26.9,8.13,12.05
2008,4,10,26.02,10.5,14.16
2008,4,11,17.05,6.62,8.16
2008,4,12,15.72,6.09,7.63
2008,4,13,16.75,3.47,5.01
2008,4,14,19.11,4.42,6.46
2008,4,15,22.65,4.68,6.83
2008,4,16,18.15,4.95,7.15
2008,4,17,23.51,4.16,5.66
2008,4,18,23.26,5.2,6.5
2008,4,19,22.57,3.9,5.24
2008,4,20,19.17,6.99,8.61
2008,4,21,16.86,6.38,8.24
2008,4,22,22.55,3.99,5.73
2008,4,23,24.8,2.85,4.29
2008,4,24,25.55,3.49,5.01
2008,4,25,26.74,3.23,5.07
2008,4,26,27.36,3.34,4.76
2008,4,27,27.83,2.67,3.88
2008,4,28,28.26,3.84,5.57
2008,4,29,28.68,3.38,4.65
2008,4,30,24.85,3.73,4.71
2008,5,1,28.76,4.2,5.74
2008,5,2,30.15,3.81,5.15
2008,5,3,32.23,3.92,5.27
2008,5,4,27.12,5.06,6.46
2008,5,5,29.53,3.2,4.74
2008,5,6,30.28,4.88,6.94
2008,5,7,28.8,6.77,8.67
2008,5,8,21.76,7.59,8.95
2008,5,9,18.46,6.84,8.26
2008,5,10,20.45,6.34,7.69
2008,5,11,19.29,5.85,7.14
2008,5,12,19.12,5.07,6.63
2008,5,13,23.87,3.52,4.75
2008,5,14,26.95,5.47,7.8
2008,5,15,28.33,8.5,11.52
2008,5,16,23.89,5.71,6.66
2008,5,17,21.8,4.53,5.41
2008,5,18,17.28,8.42,10.1
2008,5,19,20.98,6.74,8.56
2008,5,20,23.12,4.91,6.38
2008,5,21,27.27,3.6,5.17
2008,5,22,28.02,3.45,4.79
2008,5,23,30.78,4.59,6.61
2008,5,24,30.37,4.84,5.94
2008,5,25,26.33,6.09,6.88
2008,5,26,17.12,8.71,10.25
2008,5,27,14.23,4.41,5.66
2008,5,28,18.04,5.47,7.11
2008,5,29,26.06,4.14,5.41
2008,5,30,28.58,7.02,9.55
2008,5,31,18.49,4.28,5.3
2008,6,1,21.3,6.14,7.66
2008,6,2,27.16,4.34,6.0
2008,6,3,29.85,4.11,5.71
2008,6,4,29.46,5.08,6.43
2008,6,5,28.25,4.04,5.82
2008,6,6,28.6,3.86,5.58
2008,6,7,29.69,3.52,5.01
2008,6,8,30.62,3.9,5.16
2008,6,9,23.03,2.8,3.62
2008,6,10,24.79,3.77,5.27
2008,6,11,28.19,6.28,7.48
2008,6,12,28.08,4.88,5.94
2008,6,13,29.74,3.91,5.35
2008,6,14,31.89,3.09,4.1
2008,6,15,32.94,3.93,5.27
2008,6,16,34.58,4.77,6.24
2008,6,17,31.58,5.34,6.71
2008,6,18,35.65,4.33,6.02
2008,6,19,35.98,3.65,4.95
2008,6,20,36.8,4.75,6.25
2008,6,21,35.15,5.28,6.94
2008,6,22,34.87,8.2,11.34
2008,6,23,35.19,7.45,10.38
2008,6,24,36.03,3.41,4.59
2008,6,25,37.25,3.3,4.19
2008,6,26,37.99,3.62,4.91
2008,6,27,37.14,5.16,7.08
2008,6,28,33.48,4.22,5.88
2008,6,29,33.09,3.99,5.7
2008,6,30,35.03,3.55,5.08
2008,7,1,34.81,4.59,6.4
2008,7,2,35.31,1.95,2.59
2008,7,3,35.98,4.18,5.69
2008,7,4,37.44,4.81,6.74
2008,7,5,37.69,5.0,6.75
2008,7,6,36.37,5.01,6.34
2008,7,7,37.93,3.55,4.59
2008,7,8,39.16,3.27,4.32
2008,7,9,39.19,4.7,6.49
2008,7,10,37.44,3.34,4.29
2008,7,11,38.58,2.88,3.78
2008,7,12,38.2,6.05,7.7
2008,7,13,36.7,4.95,6.6
2008,7,14,34.69,5.17,6.3
2008,7,15,35.88,4.45,5.62
2008,7,16,35.76,9.5,12.72
2008,7,17,36.08,8.2,10.84
2008,7,18,36.88,3.15,4.37
2008,7,19,38.33,3.12,4.52
2008,7,20,38.26,4.79,6.59
2008,7,21,38.7,3.91,5.34
2008,7,22,37.24,4.76,6.41
2008,7,23,38.04,3.41,4.81
2008,7,24,37.56,5.04,6.97
2008,7,25,37.83,3.12,3.91
2008,7,26,37.68,3.66,4.74
2008,7,27,37.59,3.45,4.18
2008,7,28,35.67,3.66,4.31
2008,7,29,34.77,4.16,5.34
2008,7,30,36.36,4.22,5.56
2008,7,31,35.58,4.01,5.41
2008,8,1,32.82,4.91,7.02
2008,8,2,34.53,3.55,5.55
2008,8,3,36.55,3.35,4.71
2008,8,4,36.17,3.95,5.51
2008,8,5,36.91,3.94,5.54
2008,8,6,35.98,3.55,4.98
2008,8,7,36.48,2.91,3.95
2008,8,8,35.8,3.38,4.94
2008,8,9,36.9,3.96,5.1
2008,8,10,36.55,3.93,5.14
2008,8,11,37.36,4.02,5.68
2008,8,12,37.69,4.05,5.91
2008,8,13,38.21,5.32,7.7
2008,8,14,38.71,4.34,6.06
2008,8,15,35.76,4.73,6.42
2008,8,16,36.45,4.0,5.28
2008,8,17,36.13,3.77,4.84
2008,8,18,38.83,4.7,6.6
2008,8,19,38.57,4.72,6.9
2008,8,20,38.26,3.23,4.84
2008,8,21,37.42,2.88,3.84
2008,8,22,35.19,5.43,6.77
2008,8,23,36.55,5.28,6.4
2008,8,24,34.01,4.03,5.58
2008,8,25,34.79,4.41,5.91
2008,8,26,34.79,3.48,4.61
2008,8,27,33.38,3.55,4.89
2008,8,28,33.75,3.79,5.2
2008,8,29,33.48,2.34,3.36
2008,8,30,33.55,3.18,4.44
2008,8,31,33.46,5.01,6.34
2008,9,1,29.83,2.41,3.2
2008,9,2,32.54,3.81,5.51
2008,9,3,33.17,3.33,4.23
2008,9,4,33.3,5.29,7.23
2008,9,5,33.62,3.45,4.38
2008,9,6,32.0,5.04,6.45
2008,9,7,32.98,4.53,5.9
2008,9,8,33.76,5.61,7.79
2008,9,9,32.39,4.73,7.05
2008,9,10,30.68,3.54,5.11
2008,9,11,31.49,4.09,5.34
2008,9,12,27.04,4.78,5.82
2008,9,13,29.16,4.0,5.28
2008,9,14,31.0,4.41,6.02
2008,9,15,31.74,2.88,4.02
2008,9,16,32.39,2.39,3.52
2008,9,17,29.77,3.34,4.48
2008,9,18,30.73,4.05,5.48
2008,9,19,29.44,4.22,5.77
2008,9,20,31.04,4.29,5.89
2008,9,21,29.09,4.11,4.85
2008,9,22,28.73,6.68,8.5
2008,9,23,27.76,3.41,4.77
2008,9,24,26.29,3.75,5.48
2008,9,25,27.55,3.55,5.21
2008,9,26,23.12,4.49,5.38
2008,9,27,22.15,3.84,5.02
2008,9,28,23.44,4.06,5.43
2008,9,29,21.09,3.75,4.98
2008,9,30,20.28,5.34,6.52
2008,10,1,20.62,2.53,3.09
2008,10,2,24.23,4.49,6.74
2008,10,3,23.6,3.45,4.91
2008,10,4,24.07,2.52,3.7
2008,10,5,23.69,4.39,6.39
2008,10,6,24.84,5.05,7.52
2008,10,7,24.48,3.93,5.66
2008,10,8,22.83,4.55,5.91
2008,10,9,12.56,6.45,7.73
2008,10,10,17.06,11.31,14.58
2008,10,11,23.05,10.05,13.31
2008,10,12,18.5,6.13,8.81
2008,10,13,21.7,4.95,6.94
2008,10,14,18.54,2.86,4.61
2008,10,15,17.0,2.81,3.49
2008,10,16,20.26,2.16,3.05
2008,10,17,20.88,2.39,3.18
2008,10,18,21.65,4.7,6.89
2008,10,19,17.14,6.27,8.63
2008,10,20,17.53,5.09,7.35
2008,10,21,17.49,4.31,6.3
2008,10,22,19.02,3.6,5.38
2008,10,23,18.16,7.0,9.99
2008,10,24,18.51,5.58,7.71
2008,10,25,14.68,6.67,8.73
2008,10,26,14.58,4.4,5.84
2008,10,27,15.94,3.55,5.52
2008,10,28,15.79,5.6,8.26
2008,10,29,9.95,5.89,7.66
2008,10,30,14.07,2.55,3.64
2008,10,31,14.23,6.31,9.21
2008,11,1,13.76,11.85,15.0
2008,11,2,11.76,5.76,7.47
2008,11,3,11.1,3.09,4.34
2008,11,4,10.72,4.26,6.42
2008,11,5,11.8,5.12,7.64
2008,11,6,11.99,4.41,6.16
2008,11,7,13.41,1.85,2.34
2008,11,8,13.34,2.44,3.44
2008,11,9,13.82,2.58,3.61
2008,11,10,14.05,2.85,4.03
2008,11,11,13.12,3.53,5.33
2008,11,12,14.31,2.97,4.48
2008,11,13,12.39,4.25,6.21
2008,11,14,11.14,2.13,2.65
2008,11,15,13.4,4.61,6.95
2008,11,16,13.39,3.78,5.61
2008,11,17,14.4,1.93,2.8
2008,11,18,13.4,1.34,1.71
2008,11,19,11.52,2.11,3.1
2008,11,20,5.13,4.93,7.06
2008,11,21,11.12,5.14,7.51
2008,11,22,12.87,3.59,5.59
2008,11,23,9.79,5.62,7.46
2008,11,24,12.68,5.16,7.53
2008,11,25,10.15,5.09,6.62
2008,11,26,9.58,4.3,5.2
2008,11,27,7.21,3.73,4.78
2008,11,28,7.92,5.87,7.75
2008,11,29,9.81,7.03,10.27
2008,11,30,10.61,6.12,9.05
2008,12,1,8.05,3.46,5.17
2008,12,2,1.73,7.8,10.05
2008,12,3,4.02,6.87,8.95
2008,12,4,5.76,5.47,7.95
2008,12,5,11.1,5.5,7.82
2008,12,6,13.47,2.02,2.62
2008,12,7,14.31,2.68,3.8
2008,12,8,13.98,2.2,3.08
2008,12,9,10.75,2.81,4.1
2008,12,10,5.21,7.37,9.56
2008,12,11,7.33,5.49,7.05
2008,12,12,8.9,2.6,3.84
2008,12,13,6.9,4.27,6.27
2008,12,14,8.87,8.33,11.04
2008,12,15,3.69,7.83,10.54
2008,12,16,3.28,6.05,8.02
2008,12,17,6.96,7.23,9.74
2008,12,18,7.83,3.53,4.54
2008,12,19,8.82,3.2,4.98
2008,12,20,9.62,3.22,5.0
2008,12,21,9.69,2.7,3.97
2008,12,22,10.85,2.34,3.22
2008,12,23,7.49,3.32,5.09
2008,12,24,8.06,4.91,7.43
2008,12,25,7.51,4.45,6.29
2008,12,26,10.97,3.72,5.52
2008,12,27,10.83,7.34,10.52
2008,12,28,11.87,4.93,7.76
2008,12,29,10.73,3.6,4.77
2008,12,30,10.74,4.49,6.7
2008,12,31,8.8,5.98,7.93
2009,1,1,9.07,3.12,4.44
2009,1,2,11.33,2.8,4.2
2009,1,3,12.55,4.1,6.71
2009,1,4,7.86,6.12,8.23
2009,1,5,8.05,3.39,4.49
2009,1,6,8.46,4.15,6.24
2009,1,7,4.98,3.59,4.84
2009,1,8,6.21,3.0,4.41
2009,1,9,5.47,2.21,3.23
2009,1,10,5.19,4.68,6.63
2009,1,11,3.62,6.36,8.52
2009,1,12,5.15,8.63,10.79
2009,1,13,6.6,6.02,8.4
2009,1,14,7.3,4.95,7.17
2009,1,15,9.2,5.28,7.3
2009,1,16,9.35,3.16,5.08
2009,1,17,5.69,3.73,5.11
2009,1,18,5.98,5.99,8.03
2009,1,19,10.12,2.26,3.22
2009,1,20,9.42,7.2,9.05
2009,1,21,0.83,12.04,15.03
2009,1,22,7.53,8.03,10.94
2009,1,23,14.05,6.63,9.81
2009,1,24,13.51,7.42,9.91
2009,1,25,11.71,4.36,6.53
2009,1,26,5.1,9.02,11.86
2009,1,27,7.9,7.96,10.37
2009,1,28,9.26,5.18,6.68
2009,1,29,14.37,2.4,3.26
2009,1,30,14.21,5.08,7.73
2009,1,31,7.88,4.61,6.65
2009,2,1,8.78,7.22,10.1
2009,2,2,9.88,6.73,9.46
2009,2,3,9.98,4.54,6.78
2009,2,4,12.88,3.63,5.09
2009,2,5,9.12,4.6,6.62
2009,2,6,7.3,7.34,10.1
2009,2,7,6.4,7.23,9.93
2009,2,8,8.33,8.87,11.75
2009,2,9,15.01,4.23,6.3
2009,2,10,15.32,4.35,7.1
2009,2,11,13.17,3.09,3.98
2009,2,12,14.93,2.38,3.23
2009,2,13,15.8,2.3,3.16
2009,2,14,15.22,3.97,5.88
2009,2,15,15.34,2.77,4.57
2009,2,16,12.12,3.0,4.32
2009,2,17,11.49,2.92,3.87
2009,2,18,13.02,2.79,3.67
2009,2,19,14.18,2.05,2.65
2009,2,20,12.87,1.26,1.64
2009,2,21,11.33,2.81,3.85
2009,2,22,10.91,3.13,4.02
2009,2,23,14.94,3.52,5.15
2009,2,24,14.73,3.62,5.27
2009,2,25,16.3,2.01,2.79
2009,2,26,11.86,5.2,7.87
2009,2,27,11.15,6.09,8.85
2009,2,28,13.88,3.77,5.83
2009,3,1,14.37,2.6,3.61
2009,3,2,15.3,6.79,10.13
2009,3,3,13.75,6.93,9.0
2009,3,4,9.11,9.5,12.05
2009,3,5,12.05,13.39,17.11
2009,3,6,10.48,13.53,16.87
2009,3,7,13.65,7.63,9.98
2009,3,8,17.37,5.44,7.83
2009,3,9,17.8,4.25,6.38
2009,3,10,17.58,1.38,2.03
2009,3,11,18.5,1.84,2.7
2009,3,12,17.93,2.08,3.08
2009,3,13,18.48,4.62,6.84
2009,3,14,18.83,3.86,6.04
2009,3,15,19.29,2.04,3.0
2009,3,16,16.91,2.95,4.26
2009,3,17,13.6,4.96,7.34
2009,3,18,15.94,3.62,5.56
2009,3,19,15.62,4.84,7.45
2009,3,20,17.55,3.59,5.66
2009,3,21,17.11,2.63,3.62
2009,3,22,16.07,2.51,3.57
2009,3,23,17.22,4.52,6.65
2009,3,24,18.87,5.4,8.16
2009,3,25,20.46,4.3,6.65
2009,3,26,22.58,4.87,7.48
2009,3,27,19.01,6.14,8.79
2009,3,28,15.12,8.12,10.39
2009,3,29,12.29,4.32,5.3
2009,3,30,8.08,4.8,6.41
2009,3,31,9.83,3.94,5.27
2009,4,1,13.37,2.83,3.84
2009,4,2,13.13,3.27,4.6
2009,4,3,14.29,4.06,6.01
2009,4,4,16.69,3.09,4.34
2009,4,5,19.26,2.13,2.84
2009,4,6,20.58,4.64,6.99
2009,4,7,15.52,6.62,8.87
2009,4,8,14.99,5.03,6.72
2009,4,9,18.64,4.44,6.58
2009,4,10,15.86,4.71,6.98
2009,4,11,10.97,9.15,11.56
2009,4,12,14.11,7.41,9.7
2009,4,13,15.05,4.08,4.86
2009,4,14,19.03,5.12,7.28
2009,4,15,21.48,4.22,5.48
2009,4,16,17.58,5.83,7.35
2009,4,17,11.97,4.63,6.18
2009,4,18,13.05,4.24,5.66
2009,4,19,15.8,7.43,9.52
2009,4,20,15.48,5.56,7.31
2009,4,21,17.09,3.84,5.45
2009,4,22,18.76,2.95,4.34
2009,4,23,20.62,3.52,5.26
2009,4,24,22.15,8.33,11.94
2009,4,25,24.24,9.24,12.1
2009,4,26,17.73,7.96,9.65
2009,4,27,16.4,5.11,6.22
2009,4,28,20.42,3.34,4.86
2009,4,29,20.43,3.92,5.63
2009,4,30,23.37,4.35,5.77
2009,5,1,19.61,6.09,7.58
2009,5,2,18.83,5.41,7.31
2009,5,3,21.18,4.44,6.72
2009,5,4,21.03,4.42,6.06
2009,5,5,19.71,2.53,3.71
2009,5,6,21.75,4.46,6.67
2009,5,7,25.5,2.55,3.63
2009,5,8,25.12,5.1,7.13
2009,5,9,24.08,4.77,6.6
2009,5,10,26.19,4.92,7.56
2009,5,11,27.66,6.6,9.86
2009,5,12,26.3,6.86,9.88
2009,5,13,20.24,7.49,8.86
2009,5,14,17.39,9.16,11.34
2009,5,15,20.19,6.7,8.64
2009,5,16,25.16,4.77,6.66
2009,5,17,29.02,5.3,7.47
2009,5,18,29.56,5.02,7.21
2009,5,19,30.45,5.93,8.98
2009,5,20,29.91,6.55,9.95
2009,5,21,31.89,7.23,10.73
2009,5,22,28.35,9.22,12.84
2009,5,23,29.9,5.34,7.4
2009,5,24,24.64,5.44,6.53
2009,5,25,27.05,4.48,5.78
2009,5,26,29.16,5.41,6.84
2009,5,27,29.9,6.43,8.06
2009,5,28,28.74,6.62,8.89
2009,5,29,28.49,5.73,7.45
2009,5,30,31.16,3.23,4.16
2009,5,31,27.24,4.65,6.3
2009,6,1,30.37,2.92,4.55
2009,6,2,30.86,3.48,4.77
2009,6,3,31.76,4.62,6.38
2009,6,4,32.26,4.88,6.41
2009,6,5,26.24,6.05,7.25
2009,6,6,26.84,5.29,6.46
2009,6,7,29.12,4.09,5.12
2009,6,8,28.57,6.38,7.69
2009,6,9,27.9,6.02,7.45
2009,6,10,32.45,4.34,5.72
2009,6,11,33.57,3.78,5.04
2009,6,12,33.67,3.36,4.8
2009,6,13,34.69,4.62,6.8
2009,6,14,30.58,5.84,8.05
2009,6,15,30.37,4.89,7.24
2009,6,16,30.54,4.73,6.73
2009,6,17,30.65,5.04,7.61
2009,6,18,32.5,4.46,6.41
2009,6,19,33.22,1.99,2.73
2009,6,20,32.05,4.94,6.33
2009,6,21,31.24,4.53,6.32
2009,6,22,32.42,4.11,5.35
2009,6,23,32.23,3.54,4.91
2009,6,24,33.18,5.43,6.81
2009,6,25,28.65,4.24,5.05
2009,6,26,28.33,3.3,4.36
2009,6,27,32.65,4.51,6.12
2009,6,28,34.19,4.45,5.9
2009,6,29,32.3,6.42,8.09
2009,6,30,33.81,5.62,7.49
2009,7,1,34.65,3.96,5.83
2009,7,2,36.08,2.71,4.2
2009,7,3,35.3,4.16,5.05
2009,7,4,35.6,4.3,6.06
2009,7,5,34.46,5.12,6.65
2009,7,6,34.28,4.2,5.03
2009,7,7,35.33,4.8,6.12
2009,7,8,36.83,4.94,6.5
2009,7,9,34.82,4.81,6.08
2009,7,10,34.95,4.63,6.49
2009,7,11,34.8,5.31,7.07
2009,7,12,36.74,6.46,9.11
2009,7,13,38.69,6.16,8.78
2009,7,14,36.48,4.04,5.17
2009,7,15,37.82,4.82,6.41
2009,7,16,37.71,3.92,5.13
2009,7,17,34.9,4.36,5.71
2009,7,18,35.18,4.16,5.95
2009,7,19,37.37,3.45,4.95
2009,7,20,37.25,4.39,5.8
2009,7,21,37.54,3.83,5.22
2009,7,22,37.47,3.88,5.85
2009,7,23,37.46,3.16,4.54
2009,7,24,37.69,2.35,3.58
2009,7,25,37.69,3.31,4.99
2009,7,26,36.15,5.33,7.73
2009,7,27,36.58,4.12,5.8
2009,7,28,37.62,2.59,3.35
2009,7,29,38.3,3.44,4.59
2009,7,30,37.34,4.96,6.98
2009,7,31,34.44,5.45,7.49
2009,8,1,34.48,4.11,5.71
2009,8,2,36.16,3.91,5.2
2009,8,3,37.07,4.01,5.16
2009,8,4,37.4,4.66,6.44
2009,8,5,35.33,3.31,4.91
2009,8,6,37.16,3.57,5.25
2009,8,7,36.09,3.0,4.11
2009,8,8,35.91,3.95,5.27
2009,8,9,35.87,6.13,8.16
2009,8,10,35.57,5.94,8.81
2009,8,11,37.2,7.7,10.61
2009,8,12,37.47,4.03,5.27
2009,8,13,37.28,4.92,6.65
2009,8,14,38.05,5.08,7.21
2009,8,15,39.1,4.88,6.73
2009,8,16,39.32,4.45,5.68
2009,8,17,38.19,3.77,5.09
2009,8,18,38.9,4.69,6.53
2009,8,19,37.29,2.97,4.23
2009,8,20,35.46,5.2,6.66
2009,8,21,32.75,4.96,7.1
2009,8,22,35.05,3.22,4.84
2009,8,23,35.47,3.62,5.3
2009,8,24,35.58,3.02,3.88
2009,8,25,33.62,3.02,4.23
2009,8,26,34.65,4.72,6.88
2009,8,27,35.75,4.05,5.74
2009,8,28,35.62,3.68,4.91
2009,8,29,31.8,5.52,7.56
2009,8,30,32.44,3.52,5.21
2009,8,31,34.33,4.34,6.2
2009,9,1,35.58,3.41,4.89
2009,9,2,30.62,2.4,3.34
2009,9,3,32.8,3.11,4.52
2009,9,4,34.72,1.55,2.28
2009,9,5,35.19,1.91,2.59
2009,9,6,30.25,3.07,4.42
2009,9,7,25.33,3.46,4.09
2009,9,8,26.9,3.52,4.71
2009,9,9,27.45,2.4,3.41
2009,9,10,23.69,2.82,4.07
2009,9,11,24.08,3.38,4.78
2009,9,12,21.78,2.55,3.49
2009,9,13,20.4,2.14,3.17
2009,9,14,21.67,1.87,2.51
2009,9,15,20.94,3.45,4.52
2009,9,16,21.55,3.16,4.5
2009,9,17,26.02,4.07,5.48
2009,9,18,22.43,4.14,5.45
2009,9,19,22.84,3.89,5.65
2009,9,20,22.4,3.91,5.53
2009,9,21,21.97,3.75,5.52
2009,9,22,18.09,2.98,4.42
2009,9,23,24.14,3.3,4.59
2009,9,24,26.08,2.59,3.8
2009,9,25,24.65,2.03,2.9
2009,9,26,22.44,2.87,3.82
2009,9,27,19.15,3.82,5.0
2009,9,28,20.7,3.48,4.85
2009,9,29,24.62,3.71,5.52
2009,9,30,23.2,3.8,5.48
2009,10,1,24.28,3.27,4.78
2009,10,2,23.4,3.67,5.41
2009,10,3,24.38,2.58,3.62
2009,10,4,26.49,4.22,6.06
2009,10,5,27.33,4.55,6.57
2009,10,6,27.84,4.66,7.27
2009,10,7,27.64,4.76,7.43
2009,10,8,27.33,3.4,5.16
2009,10,9,26.42,1.67,2.58
2009,10,10,26.69,2.27,3.37
2009,10,11,23.74,4.12,5.84
2009,10,12,24.94,2.92,4.6
2009,10,13,25.48,2.13,2.98
2009,10,14,26.59,3.05,4.49
2009,10,15,23.77,4.5,6.59
2009,10,16,24.03,2.88,4.16
2009,10,17,24.26,3.33,4.59
2009,10,18,23.15,4.05,5.76
2009,10,19,18.68,1.88,2.84
2009,10,20,22.83,5.3,7.73
2009,10,21,20.55,4.41,6.77
2009,10,22,22.16,4.51,6.37
2009,10,23,21.64,5.02,6.93
2009,10,24,24.73,3.02,4.48
2009,10,25,24.56,3.6,5.44
2009,10,26,23.62,2.84,4.07
2009,10,27,24.93,3.54,5.06
2009,10,28,24.51,2.66,3.7
2009,10,29,23.46,1.84,2.58
2009,10,30,23.39,3.13,4.72
2009,10,31,23.5,3.92,6.14
2009,11,1,22.88,2.2,3.04
2009,11,2,23.94,3.46,5.27
2009,11,3,23.13,3.57,5.5
2009,11,4,22.36,4.05,5.71
2009,11,5,18.12,6.88,9.21
2009,11,6,13.86,9.22,11.56
2009,11,7,19.18,6.1,8.17
2009,11,8,14.71,9.85,12.27
2009,11,9,14.67,9.66,12.62
2009,11,10,14.37,4.66,6.58
2009,11,11,19.87,2.53,3.32
2009,11,12,20.88,2.42,3.27
2009,11,13,21.37,2.13,2.9
2009,11,14,20.87,3.65,5.52
2009,11,15,19.51,4.36,6.74
2009,11,16,20.14,5.18,8.34
2009,11,17,19.77,5.54,8.26
2009,11,18,16.92,4.32,7.09
2009,11,19,17.97,4.69,7.2
2009,11,20,19.47,3.59,5.6
2009,11,21,20.33,2.96,4.13
2009,11,22,20.84,3.52,5.52
2009,11,23,17.69,2.88,4.37
2009,11,24,17.98,3.34,4.73
2009,11,25,18.93,3.37,5.11
2009,11,26,18.95,2.06,2.66
2009,11,27,19.8,2.56,3.37
2009,11,28,16.56,3.22,4.82
2009,11,29,16.58,5.78,9.03
2009,11,30,11.19,7.64,10.25
2009,12,1,10.59,5.81,7.69
2009,12,2,14.7,3.73,5.45
2009,12,3,14.17,5.42,7.54
2009,12,4,13.99,4.21,5.51
2009,12,5,16.14,1.92,2.62
2009,12,6,17.49,3.26,4.71
