YEAR,MO,DY,T2M_MAX,WS10M,WS50M
2003,11,24,12.76,6.97,9.51
2003,11,25,10.54,5.43,6.98
2003,11,26,13.15,4.16,5.32
2003,11,27,14.66,4.54,6.53
2003,11,28,15.44,3.18,4.72
2003,11,29,14.39,2.87,4.05
2003,11,30,17.37,2.66,3.48
2003,12,1,16.16,5.09,7.01
2003,12,2,6.56,3.7,4.89
2003,12,3,6.32,6.08,7.84
2003,12,4,8.97,9.0,12.08
2003,12,5,10.75,7.61,10.7
2003,12,6,12.84,6.05,9.35
2003,12,7,13.6,2.83,4.48
2003,12,8,15.34,2.99,4.49
2003,12,9,9.83,5.47,7.8
2003,12,10,7.18,10.21,12.88
2003,12,11,7.96,6.94,9.23
2003,12,12,10.3,5.55,8.63
2003,12,13,13.04,3.38,4.84
2003,12,14,15.71,2.45,3.41
2003,12,15,16.75,4.31,6.86
2003,12,16,16.24,2.2,3.48
2003,12,17,10.43,6.23,9.13
2003,12,18,13.98,5.43,7.57
2003,12,19,15.3,2.18,3.07
2003,12,20,14.52,1.23,1.6
2003,12,21,17.08,3.83,5.95
2003,12,22,17.33,5.8,8.3
2003,12,23,9.23,5.34,7.31
2003,12,24,9.4,2.8,4.19
2003,12,25,9.68,4.05,6.1
2003,12,26,14.62,5.45,7.94
2003,12,27,14.63,4.16,6.28
2003,12,28,12.39,7.41,9.94
2003,12,29,9.25,5.63,7.71
2003,12,30,9.53,6.72,8.84
2003,12,31,11.81,6.73,8.46
2004,1,1,11.37,5.41,7.28
2004,1,2,11.8,5.73,7.19
2004,1,3,8.98,6.45,8.41
2004,1,4,10.08,2.57,3.7
2004,1,5,11.26,2.31,3.52
2004,1,6,12.13,4.45,6.93
2004,1,7,13.18,3.3,5.45
2004,1,8,12.74,4.4,6.65
2004,1,9,15.0,4.71,7.13
2004,1,10,15.58,4.02,5.56
2004,1,11,15.87,2.07,2.97
2004,1,12,14.77,2.0,3.0
2004,1,13,18.65,2.92,4.3
2004,1,14,17.33,3.62,5.49
2004,1,15,15.91,2.87,3.91
2004,1,16,15.1,3.11,5.09
2004,1,17,14.4,2.32,3.39
2004,1,18,11.12,6.66,8.46
2004,1,19,4.58,4.87,6.69
2004,1,20,2.92,6.77,8.88
2004,1,21,9.69,5.92,8.86
2004,1,22,14.16,3.34,5.18
2004,1,23,13.28,3.51,5.3
2004,1,24,14.93,4.32,6.87
2004,1,25,16.23,1.56,2.15
2004,1,26,14.91,3.6,5.34
2004,1,27,14.81,4.86,6.52
2004,1,28,14.15,5.72,7.58
2004,1,29,15.05,2.66,3.82
2004,1,30,12.23,2.1,2.96
2004,1,31,14.69,1.01,1.3
2004,2,1,16.35,1.85,2.75
2004,2,2,14.39,3.09,4.65
2004,2,3,13.86,2.37,3.52
2004,2,4,17.04,2.05,2.91
2004,2,5,15.94,2.53,3.47
2004,2,6,16.48,1.88,2.52
2004,2,7,15.94,2.2,3.13
2004,2,8,16.33,2.87,4.15
2004,2,9,16.27,2.81,4.35
2004,2,10,11.98,4.0,6.08
2004,2,11,13.39,2.66,3.95
2004,2,12,15.94,2.6,3.58
2004,2,13,16.49,2.02,2.79
2004,2,14,16.51,5.07,7.45
2004,2,15,11.2,4.05,5.3
2004,2,16,13.38,2.58,3.45
2004,2,17,17.02,4.57,6.59
2004,2,18,15.15,5.51,7.7
2004,2,19,14.19,9.12,12.17
2004,2,20,16.44,12.73,16.17
2004,2,21,12.85,11.02,14.01
2004,2,22,13.84,2.47,3.16
2004,2,23,16.1,2.87,4.26
2004,2,24,16.99,7.46,11.16
2004,2,25,18.09,4.72,6.61
2004,2,26,13.82,4.65,6.73
2004,2,27,11.94,6.12,8.6
2004,2,28,10.76,6.28,8.39
2004,2,29,11.41,4.4,6.31
2004,3,1,10.28,4.94,6.26
2004,3,2,4.91,6.93,8.52
2004,3,3,6.67,6.29,8.27
2004,3,4,14.56,2.7,3.7
2004,3,5,20.3,2.8,4.16
2004,3,6,18.14,4.31,6.3
2004,3,7,19.81,2.86,3.78
2004,3,8,23.44,4.97,7.45
2004,3,9,23.0,2.42,3.59
2004,3,10,20.55,4.09,5.88
2004,3,11,20.0,2.77,3.95
2004,3,12,22.55,6.45,10.05
2004,3,13,20.73,6.11,7.8
2004,3,14,14.58,9.82,11.51
2004,3,15,13.27,7.2,8.84
2004,3,16,18.46,2.57,3.54
2004,3,17,21.12,2.52,3.86
2004,3,18,21.33,4.2,6.31
2004,3,19,18.97,3.51,4.45
2004,3,20,20.6,4.31,5.67
2004,3,21,20.73,3.61,5.6
2004,3,22,22.0,5.65,8.45
2004,3,23,19.04,4.45,6.15
2004,3,24,22.48,5.66,7.9
2004,3,25,22.99,5.42,7.43
2004,3,26,20.48,5.09,6.8
2004,3,27,20.37,6.48,8.76
2004,3,28,18.13,9.85,13.01
2004,3,29,15.94,5.1,6.69
2004,3,30,15.29,3.91,5.05
2004,3,31,16.28,3.9,4.8
2004,4,1,18.51,5.61,8.16
2004,4,2,19.95,4.25,5.41
2004,4,3,21.74,3.29,3.85
2004,4,4,23.75,3.67,5.09
2004,4,5,23.83,4.24,5.68
2004,4,6,23.08,3.3,4.43
2004,4,7,23.58,3.5,5.07
2004,4,8,23.08,3.55,4.7
2004,4,9,19.47,5.23,6.61
2004,4,10,14.44,5.23,6.31
2004,4,11,12.76,6.27,7.77
2004,4,12,18.1,3.3,4.55
2004,4,13,19.38,4.35,6.29
2004,4,14,20.67,6.7,9.48
2004,4,15,18.29,5.98,8.02
2004,4,16,18.59,4.88,6.81
2004,4,17,22.01,5.51,7.13
2004,4,18,19.86,5.03,6.85
2004,4,19,17.58,6.83,8.83
2004,4,20,25.09,3.68,5.2
2004,4,21,26.12,6.27,8.88
2004,4,22,21.96,5.38,6.77
2004,4,23,22.77,4.03,5.78
2004,4,24,25.79,3.61,4.9
2004,4,25,25.98,4.23,5.98
2004,4,26,27.48,4.03,5.84
2004,4,27,28.37,6.2,8.7
2004,4,28,19.98,5.3,6.29
2004,4,29,21.18,4.02,5.41
2004,4,30,18.51,6.02,7.77
2004,5,1,23.58,5.59,7.35
2004,5,2,23.54,8.13,10.6
2004,5,3,17.58,6.62,8.14
2004,5,4,13.59,8.02,10.29
2004,5,5,19.0,7.02,9.09
2004,5,6,22.02,5.34,6.77
2004,5,7,24.42,4.85,5.89
2004,5,8,19.77,6.93,8.33
2004,5,9,22.22,3.37,4.37
2004,5,10,24.22,6.21,7.58
2004,5,11,13.84,7.08,8.74
2004,5,12,17.55,4.2,5.48
2004,5,13,19.48,3.17,4.7
2004,5,14,22.15,3.5,5.12
2004,5,15,23.94,3.45,4.93
2004,5,16,23.68,4.52,5.95
2004,5,17,22.94,3.02,3.78
2004,5,18,21.96,3.25,4.42
2004,5,19,25.2,5.85,8.3
2004,5,20,26.55,6.12,8.75
2004,5,21,26.48,6.52,9.31
2004,5,22,28.51,4.33,5.43
2004,5,23,27.67,5.28,6.39
2004,5,24,18.9,7.14,8.57
2004,5,25,21.56,3.88,4.9
2004,5,26,12.9,5.03,5.83
2004,5,27,20.55,5.2,6.91
2004,5,28,23.83,3.39,4.86
2004,5,29,26.99,2.88,4.09
2004,5,30,27.65,3.25,4.62
2004,5,31,27.87,3.52,5.44
2004,6,1,29.84,4.16,5.9
2004,6,2,30.42,4.06,5.47
2004,6,3,32.05,4.08,5.73
2004,6,4,31.92,4.69,6.19
2004,6,5,31.17,2.51,3.72
2004,6,6,32.53,5.46,7.43
2004,6,7,29.98,4.54,6.52
2004,6,8,29.34,6.02,7.85
2004,6,9,29.12,4.93,6.28
2004,6,10,30.7,6.13,7.89
2004,6,11,28.56,4.16,5.9
2004,6,12,29.73,2.61,3.73
2004,6,13,30.74,2.79,4.17
2004,6,14,29.79,4.49,5.7
2004,6,15,26.72,4.44,5.37
2004,6,16,22.54,5.93,7.45
2004,6,17,27.82,2.8,4.25
2004,6,18,32.33,4.35,5.93
2004,6,19,28.44,5.52,7.34
2004,6,20,28.53,5.12,6.66
2004,6,21,33.15,3.56,4.78
2004,6,22,35.81,2.77,3.5
2004,6,23,36.44,3.01,4.59
2004,6,24,36.37,4.16,5.66
2004,6,25,37.22,3.44,5.06
2004,6,26,37.84,4.57,6.12
2004,6,27,38.13,4.03,5.58
2004,6,28,37.33,4.41,6.12
2004,6,29,36.0,5.38,7.3
2004,6,30,35.53,4.26,6.1
2004,7,1,36.05,3.8,5.19
2004,7,2,36.25,3.61,4.74
2004,7,3,34.95,2.88,4.28
2004,7,4,35.6,2.41,3.21
2004,7,5,35.84,5.24,7.26
2004,7,6,36.87,6.6,8.94
2004,7,7,36.99,6.69,8.01
2004,7,8,37.04,6.16,7.27
2004,7,9,36.76,4.63,5.78
2004,7,10,37.08,5.78,7.95
2004,7,11,36.83,4.48,5.77
2004,7,12,37.54,3.91,5.23
2004,7,13,36.8,2.77,4.22
2004,7,14,33.33,3.01,4.18
2004,7,15,34.29,3.84,5.01
2004,7,16,34.89,7.28,9.76
2004,7,17,35.87,7.2,9.77
2004,7,18,36.44,5.87,7.9
2004,7,19,36.73,4.62,5.98
2004,7,20,34.44,3.12,4.3
2004,7,21,35.49,3.58,5.27
2004,7,22,35.83,2.5,3.62
2004,7,23,36.73,2.98,4.27
2004,7,24,36.29,5.03,6.95
2004,7,25,35.48,5.02,7.16
2004,7,26,33.88,5.02,6.62
2004,7,27,33.62,4.45,6.06
2004,7,28,34.09,3.46,5.1
2004,7,29,35.05,3.97,5.56
2004,7,30,35.88,3.81,5.45
2004,7,31,36.27,3.91,5.25
2004,8,1,36.43,2.93,4.2
2004,8,2,35.46,4.73,6.23
2004,8,3,34.04,3.63,4.8
2004,8,4,32.3,5.31,6.1
2004,8,5,35.49,3.88,4.76
2004,8,6,35.57,7.77,10.35
2004,8,7,35.65,7.98,10.86
2004,8,8,36.15,6.3,8.83
2004,8,9,36.71,5.34,6.9
2004,8,10,34.93,4.12,5.27
2004,8,11,38.33,5.0,6.81
2004,8,12,37.4,3.36,4.15
2004,8,13,37.83,2.77,3.73
2004,8,14,38.8,3.66,4.69
2004,8,15,37.43,4.39,5.77
2004,8,16,36.32,3.41,4.65
2004,8,17,35.26,5.05,5.98
2004,8,18,36.64,6.13,8.48
2004,8,19,36.63,6.12,8.93
2004,8,20,36.86,4.12,5.45
2004,8,21,36.97,3.25,4.45
2004,8,22,35.44,4.48,6.23
2004,8,23,35.94,5.37,7.78
2004,8,24,35.72,5.27,7.73
2004,8,25,36.55,2.26,2.91
2004,8,26,36.82,3.98,5.02
2004,8,27,32.21,5.48,6.72
2004,8,28,30.62,4.04,5.47
2004,8,29,32.7,3.85,5.27
2004,8,30,34.23,3.31,4.72
2004,8,31,33.7,3.12,4.46
2004,9,1,33.44,4.2,5.48
2004,9,2,32.91,5.48,6.85
2004,9,3,33.19,8.45,11.22
2004,9,4,35.03,8.3,11.34
2004,9,5,34.69,6.98,9.48
2004,9,6,31.97,5.12,7.23
2004,9,7,33.16,5.96,8.48
2004,9,8,33.02,5.03,7.16
2004,9,9,33.08,3.14,4.84
2004,9,10,32.16,3.21,4.69
2004,9,11,29.34,3.87,4.91
2004,9,12,30.65,2.48,3.65
2004,9,13,27.49,3.07,4.53
2004,9,14,28.55,3.18,4.4
2004,9,15,22.38,2.96,3.84
2004,9,16,30.19,3.3,4.98
2004,9,17,29.65,4.63,6.66
2004,9,18,27.53,3.97,5.71
2004,9,19,28.19,2.82,4.08
2004,9,20,29.74,4.21,6.04
2004,9,21,31.35,4.23,6.14
2004,9,22,29.48,4.02,6.11
2004,9,23,29.95,3.62,5.34
2004,9,24,30.33,3.25,4.91
2004,9,25,26.39,5.91,8.3
2004,9,26,25.4,4.77,6.33
2004,9,27,24.9,3.34,5.2
2004,9,28,26.88,2.36,3.51
2004,9,29,28.69,3.41,5.24
2004,9,30,27.09,2.99,4.48
2004,10,1,27.98,2.68,3.8
2004,10,2,27.2,2.9,4.11
2004,10,3,26.62,2.63,4.22
2004,10,4,29.09,3.87,5.57
2004,10,5,27.37,5.33,7.29
2004,10,6,27.48,3.08,4.74
2004,10,7,28.99,4.27,6.23
2004,10,8,29.05,6.67,9.78
2004,10,9,27.99,6.22,8.38
2004,10,10,22.52,3.78,5.12
2004,10,11,23.32,3.13,4.46
2004,10,12,24.83,4.85,6.49
2004,10,13,24.9,3.57,5.17
2004,10,14,21.34,3.46,5.23
2004,10,15,22.77,3.99,6.09
2004,10,16,24.74,3.07,4.62
2004,10,17,26.69,4.42,6.27
2004,10,18,27.36,6.37,9.52
2004,10,19,27.35,3.47,5.08
2004,10,20,27.8,3.1,4.86
2004,10,21,28.66,5.12,7.05
2004,10,22,28.62,4.33,6.41
2004,10,23,28.46,5.06,7.58
2004,10,24,28.44,4.55,7.13
2004,10,25,27.64,5.5,7.72
2004,10,26,22.41,3.06,4.14
2004,10,27,24.37,3.6,4.92
2004,10,28,24.8,3.46,4.7
2004,10,29,21.07,4.34,5.38
2004,10,30,14.57,6.01,7.56
2004,10,31,13.8,4.52,5.95
2004,11,1,12.92,4.45,6.35
2004,11,2,16.88,3.56,5.03
2004,11,3,20.26,2.45,3.74
2004,11,4,20.5,2.2,3.04
2004,11,5,19.99,3.12,4.63
2004,11,6,20.05,3.63,5.59
2004,11,7,21.01,3.88,5.72
2004,11,8,21.96,3.19,4.2
2004,11,9,21.9,4.66,6.78
2004,11,10,13.91,6.39,8.22
2004,11,11,10.49,5.59,7.5
2004,11,12,6.66,3.23,4.66
2004,11,13,7.69,8.33,10.12
2004,11,14,13.62,5.99,7.88
2004,11,15,13.52,4.24,6.27
2004,11,16,10.94,2.4,3.47
2004,11,17,13.89,3.06,4.3
2004,11,18,13.93,2.84,3.82
2004,11,19,15.83,2.45,3.47
2004,11,20,13.98,1.96,2.91
2004,11,21,16.42,3.0,4.23
2004,11,22,16.35,3.66,5.63
2004,11,23,8.53,2.74,4.12
2004,11,24,13.32,3.28,4.88
2004,11,25,14.75,3.04,4.22
2004,11,26,13.26,3.16,4.81
2004,11,27,14.09,3.98,5.97
2004,11,28,14.44,4.62,7.16
2004,11,29,11.51,5.98,8.92
2004,11,30,14.58,8.47,11.07
2004,12,1,14.87,6.22,8.16
2004,12,2,14.87,5.06,7.64
2004,12,3,15.0,5.55,8.73
2004,12,4,8.62,3.24,4.87
2004,12,5,11.96,3.48,5.45
2004,12,6,10.87,2.29,3.71
2004,12,7,7.35,3.15,4.77
2004,12,8,9.19,5.41,7.24
2004,12,9,11.58,3.34,4.73
2004,12,10,11.65,2.23,3.11
2004,12,11,13.37,3.31,5.05
2004,12,12,13.08,5.55,8.72
2004,12,13,13.41,6.38,9.41
2004,12,14,13.16,4.59,7.35
2004,12,15,8.51,4.52,6.93
2004,12,16,12.77,3.66,4.84
2004,12,17,12.23,4.37,6.48
2004,12,18,14.15,4.58,6.55
2004,12,19,15.46,4.19,5.94
2004,12,20,13.31,6.45,8.55
2004,12,21,13.55,3.59,5.69
2004,12,22,12.44,5.19,7.62
2004,12,23,11.59,2.99,4.61
2004,12,24,6.46,3.66,5.52
2004,12,25,6.63,6.63,8.83
2004,12,26,4.38,10.67,13.76
2004,12,27,2.39,6.74,8.73
2004,12,28,6.64,5.4,7.55
2004,12,29,5.54,8.09,10.34
2004,12,30,6.14,6.81,9.35
2004,12,31,8.59,3.5,5.07
2005,1,1,8.3,2.7,3.66
2005,1,2,12.02,3.35,5.02
2005,1,3,10.44,2.92,4.33
2005,1,4,9.9,3.3,4.98
2005,1,5,8.87,4.05,5.6
2005,1,6,12.28,2.68,3.73
2005,1,7,15.26,1.7,2.2
2005,1,8,13.14,3.09,4.65
2005,1,9,10.45,2.72,3.98
2005,1,10,7.38,2.3,3.47
2005,1,11,11.71,2.48,3.52
2005,1,12,11.66,1.8,2.33
2005,1,13,12.39,2.87,3.88
2005,1,14,14.37,1.85,2.45
2005,1,15,13.04,4.37,6.44
2005,1,16,13.54,3.41,4.98
2005,1,17,15.18,2.7,3.92
2005,1,18,16.73,4.92,7.46
2005,1,19,11.23,8.02,11.2
2005,1,20,13.02,5.22,7.95
2005,1,21,15.63,2.62,3.68
2005,1,22,16.8,3.34,5.0
2005,1,23,16.78,2.38,3.2
2005,1,24,12.96,3.94,5.84
2005,1,25,8.3,7.38,9.3
2005,1,26,6.01,5.45,8.02
2005,1,27,-0.6,4.54,5.7
2005,1,28,0.17,5.85,7.27
2005,1,29,4.15,5.0,6.96
2005,1,30,4.77,3.81,5.78
2005,1,31,5.58,3.2,4.66
2005,2,1,6.11,1.82,2.65
2005,2,2,8.79,3.15,4.75
2005,2,3,8.25,3.3,4.8
2005,2,4,9.98,2.14,2.84
2005,2,5,8.17,4.16,6.09
2005,2,6,8.12,4.41,6.27
2005,2,7,8.15,6.75,9.42
2005,2,8,5.38,3.6,5.56
2005,2,9,6.64,5.8,7.76
2005,2,10,8.15,5.05,7.01
2005,2,11,10.78,3.23,4.91
2005,2,12,13.72,2.41,3.2
2005,2,13,15.69,3.76,5.77
2005,2,14,13.15,6.59,9.69
2005,2,15,12.18,4.98,6.84
2005,2,16,9.54,5.55,7.93
2005,2,17,7.1,3.33,5.0
2005,2,18,9.55,1.88,2.56
2005,2,19,11.25,3.03,4.09
2005,2,20,12.27,4.43,6.14
2005,2,21,12.25,4.58,6.46
2005,2,22,11.23,4.21,5.45
2005,2,23,14.6,3.91,5.84
2005,2,24,14.77,4.6,6.37
2005,2,25,11.69,2.94,3.78
2005,2,26,13.83,2.61,3.2
2005,2,27,17.55,5.21,7.58
2005,2,28,15.98,7.2,10.3
2005,3,1,12.55,6.13,7.99
2005,3,2,9.97,3.97,4.76
2005,3,3,15.39,8.62,11.86
2005,3,4,13.19,8.23,10.77
2005,3,5,10.62,4.91,6.38
2005,3,6,11.64,3.98,5.55
2005,3,7,10.6,5.1,7.03
2005,3,8,13.29,3.79,5.78
2005,3,9,14.37,4.84,6.73
2005,3,10,18.8,4.32,6.3
2005,3,11,20.33,4.31,5.92
2005,3,12,17.74,2.5,3.7
2005,3,13,19.81,4.5,6.88
2005,3,14,20.67,5.42,8.43
2005,3,15,20.9,5.55,7.59
2005,3,16,20.11,6.05,7.81
2005,3,17,18.58,4.8,7.14
2005,3,18,19.1,3.09,4.46
2005,3,19,20.94,3.01,4.95
2005,3,20,21.83,2.77,3.7
2005,3,21,22.23,2.61,3.58
2005,3,22,24.97,3.93,5.88
2005,3,23,25.23,6.42,9.31
2005,3,24,24.1,3.35,4.71
2005,3,25,26.53,5.5,8.36
2005,3,26,24.88,3.8,4.77
2005,3,27,19.06,3.82,4.99
2005,3,28,18.82,6.2,7.76
2005,3,29,21.59,4.1,6.24
2005,3,30,22.83,3.49,5.34
2005,3,31,26.16,2.64,3.92
2005,4,1,26.05,6.77,10.38
2005,4,2,23.98,4.79,6.44
2005,4,3,22.44,6.09,7.36
2005,4,4,19.86,5.36,7.05
2005,4,5,20.2,3.49,5.3
2005,4,6,22.72,5.65,8.44
2005,4,7,21.26,8.05,11.09
2005,4,8,24.79,8.73,11.22
2005,4,9,12.78,9.4,11.33
2005,4,10,14.55,6.76,8.95
2005,4,11,18.76,5.04,6.94
2005,4,12,20.01,3.34,4.66
2005,4,13,23.75,4.78,6.68
2005,4,14,24.65,4.72,6.48
2005,4,15,19.93,5.79,7.3
2005,4,16,18.01,6.31,8.31
2005,4,17,20.68,4.26,6.18
2005,4,18,23.75,4.34,5.86
2005,4,19,21.76,4.42,6.17
2005,4,20,24.02,3.97,5.77
2005,4,21,24.75,3.93,5.47
2005,4,22,27.48,4.45,6.16
2005,4,23,29.84,5.9,8.59
2005,4,24,29.4,4.05,5.04
2005,4,25,28.27,5.24,6.44
2005,4,26,31.62,4.02,5.77
2005,4,27,28.9,5.64,7.1
2005,4,28,26.46,5.78,7.19
2005,4,29,29.12,3.68,5.33
2005,4,30,29.36,3.13,4.06
2005,5,1,29.71,5.15,7.44
2005,5,2,29.23,5.32,7.84
2005,5,3,30.3,4.27,6.55
2005,5,4,31.85,4.66,6.81
2005,5,5,30.8,5.2,6.39
2005,5,6,28.4,3.25,4.11
2005,5,7,30.23,5.06,7.09
2005,5,8,30.18,3.45,4.59
2005,5,9,32.29,2.95,4.12
2005,5,10,33.84,4.08,5.44
2005,5,11,29.47,7.52,9.43
2005,5,12,29.82,4.22,5.72
2005,5,13,30.35,5.55,7.14
2005,5,14,26.21,4.9,6.32
2005,5,15,29.3,4.93,6.53
2005,5,16,26.65,6.7,7.83
2005,5,17,21.26,7.98,9.71
2005,5,18,26.98,3.32,4.97
2005,5,19,28.68,4.45,6.47
2005,5,20,27.15,5.46,7.3
2005,5,21,30.6,2.59,3.57
2005,5,22,31.76,4.48,5.34
2005,5,23,33.23,3.92,5.23
2005,5,24,35.25,4.84,7.33
2005,5,25,35.65,4.6,6.66
2005,5,26,35.23,4.2,5.41
2005,5,27,34.0,4.04,5.18
2005,5,28,34.68,3.26,4.8
2005,5,29,33.81,5.9,8.2
2005,5,30,33.92,7.33,10.04
2005,5,31,34.48,5.2,6.93
2005,6,1,34.37,4.75,5.88
2005,6,2,32.94,3.47,4.35
2005,6,3,33.4,4.16,4.98
2005,6,4,32.87,3.95,5.6
2005,6,5,34.96,4.12,6.12
2005,6,6,34.86,4.4,6.3
2005,6,7,34.03,5.34,6.96
2005,6,8,31.96,4.01,5.05
2005,6,9,26.77,2.85,3.54
2005,6,10,30.97,3.4,4.37
2005,6,11,29.16,6.68,8.62
2005,6,12,30.13,6.24,8.55
2005,6,13,30.64,5.02,6.11
2005,6,14,29.37,6.35,7.61
2005,6,15,30.37,4.55,6.48
2005,6,16,30.33,5.14,7.38
2005,6,17,30.23,5.12,7.0
2005,6,18,29.26,3.84,5.54
2005,6,19,31.13,3.98,5.39
2005,6,20,34.28,4.08,5.27
2005,6,21,35.63,4.07,5.72
2005,6,22,34.75,4.78,6.81
2005,6,23,34.22,3.61,4.92
2005,6,24,36.12,2.84,3.89
2005,6,25,36.22,5.23,7.06
2005,6,26,33.72,5.57,7.68
2005,6,27,35.4,5.76,8.2
2005,6,28,35.65,4.77,6.55
2005,6,29,36.88,3.94,5.27
2005,6,30,36.31,4.3,5.59
2005,7,1,37.31,4.09,5.05
2005,7,2,37.92,3.09,3.81
2005,7,3,38.73,3.72,5.0
2005,7,4,39.23,5.42,7.16
2005,7,5,38.62,3.98,5.43
2005,7,6,37.08,3.5,4.59
2005,7,7,37.9,6.06,8.22
2005,7,8,38.77,6.55,8.71
2005,7,9,38.34,4.8,5.81
2005,7,10,38.75,4.22,5.4
2005,7,11,38.33,4.44,5.73
2005,7,12,37.5,4.86,6.14
2005,7,13,38.48,4.49,6.12
2005,7,14,38.01,5.24,7.02
2005,7,15,39.06,5.34,7.17
2005,7,16,39.26,5.4,7.62
2005,7,17,39.09,2.74,3.79
2005,7,18,37.9,3.98,5.02
2005,7,19,37.69,2.82,3.82
2005,7,20,37.5,2.51,3.83
2005,7,21,37.89,3.02,4.56
2005,7,22,36.75,3.6,4.98
2005,7,23,37.72,4.03,5.74
2005,7,24,38.58,4.16,5.57
2005,7,25,36.99,4.59,5.86
2005,7,26,37.8,5.78,7.98
2005,7,27,37.66,6.32,8.8
2005,7,28,37.26,5.46,7.25
2005,7,29,34.28,4.97,6.06
2005,7,30,37.57,4.55,5.99
2005,7,31,38.49,4.84,6.87
2005,8,1,37.83,5.48,7.05
2005,8,2,37.58,4.64,6.12
2005,8,3,38.4,2.77,3.77
2005,8,4,39.2,2.81,4.09
2005,8,5,38.72,3.59,5.23
2005,8,6,37.05,4.8,6.8
2005,8,7,36.81,3.5,5.03
2005,8,8,37.32,3.03,4.73
2005,8,9,37.42,6.3,8.52
2005,8,10,37.39,6.05,8.11
2005,8,11,35.12,4.58,5.62
2005,8,12,36.54,4.7,6.17
2005,8,13,37.97,5.69,7.98
2005,8,14,37.38,4.76,7.25
2005,8,15,36.56,4.35,6.38
2005,8,16,36.33,3.58,5.12
2005,8,17,37.14,2.71,4.07
2005,8,18,34.29,5.41,6.94
2005,8,19,34.4,5.29,6.4
2005,8,20,31.87,5.38,6.66
2005,8,21,32.71,4.35,5.24
2005,8,22,30.4,4.52,5.62
2005,8,23,32.12,2.82,4.41
2005,8,24,33.84,2.91,4.36
2005,8,25,34.36,3.84,5.71
2005,8,26,35.78,3.68,5.55
2005,8,27,36.2,3.55,5.02
2005,8,28,35.64,4.37,6.36
2005,8,29,34.12,4.61,6.7
2005,8,30,33.51,3.8,5.91
2005,8,31,34.3,3.46,5.39
2005,9,1,34.39,2.07,3.17
2005,9,2,34.32,4.16,5.66
2005,9,3,34.68,3.62,5.0
2005,9,4,34.24,4.87,6.69
2005,9,5,33.08,5.48,7.59
2005,9,6,30.56,4.85,6.46
2005,9,7,28.3,4.77,6.03
2005,9,8,29.73,3.84,4.98
2005,9,9,32.76,3.68,4.99
2005,9,10,31.43,3.92,5.32
2005,9,11,25.37,5.09,6.2
2005,9,12,25.01,4.99,6.23
2005,9,13,25.55,5.49,7.14
2005,9,14,31.16,5.57,7.82
2005,9,15,27.98,6.61,9.12
2005,9,16,27.19,3.41,4.51
2005,9,17,24.09,4.3,5.92
2005,9,18,25.6,3.98,5.67
2005,9,19,30.9,3.33,4.84
2005,9,20,31.12,4.8,6.77
2005,9,21,30.2,3.54,5.49
2005,9,22,32.3,3.43,4.98
2005,9,23,31.62,4.84,6.4
2005,9,24,24.89,6.7,8.41
2005,9,25,25.24,2.75,3.95
2005,9,26,24.8,3.27,4.14
2005,9,27,22.05,5.2,6.86
2005,9,28,22.89,3.35,4.56
2005,9,29,25.43,2.42,3.49
2005,9,30,26.35,2.7,4.13
2005,10,1,25.29,3.77,5.52
2005,10,2,26.13,2.6,3.71
2005,10,3,26.95,2.71,4.12
2005,10,4,26.08,2.78,3.96
2005,10,5,26.62,3.37,4.82
2005,10,6,27.91,4.09,5.54
2005,10,7,25.62,3.23,4.71
2005,10,8,20.81,2.29,3.53
2005,10,9,22.71,3.16,4.41
2005,10,10,24.54,2.17,3.27
2005,10,11,24.29,3.83,5.55
2005,10,12,24.32,3.39,4.66
2005,10,13,18.4,3.53,4.38
2005,10,14,20.55,3.66,4.99
2005,10,15,25.49,4.36,6.39
2005,10,16,24.98,5.24,8.05
2005,10,17,25.95,6.3,9.64
2005,10,18,22.24,5.19,7.58
2005,10,19,20.23,2.04,2.68
2005,10,20,23.75,1.66,2.36
2005,10,21,22.83,2.75,4.36
2005,10,22,24.58,2.96,4.03
2005,10,23,22.73,4.02,5.53
2005,10,24,24.41,2.02,3.18
2005,10,25,24.82,2.1,2.74
2005,10,26,22.73,6.44,9.41
2005,10,27,22.9,6.01,8.48
2005,10,28,22.55,4.73,7.27
2005,10,29,24.66,3.87,6.12
2005,10,30,23.66,6.14,9.4
2005,10,31,19.34,4.76,6.89
2005,11,1,20.73,3.7,5.41
2005,11,2,22.94,5.1,7.66
2005,11,3,22.9,4.94,7.87
2005,11,4,22.69,4.86,6.98
2005,11,5,19.18,3.09,4.45
2005,11,6,20.36,3.55,5.23
2005,11,7,21.59,2.81,3.78
2005,11,8,21.51,3.52,5.3
2005,11,9,17.23,4.86,6.75
2005,11,10,13.23,4.81,6.85
2005,11,11,9.84,4.12,5.13
2005,11,12,12.7,3.2,4.07
2005,11,13,14.73,5.29,7.27
2005,11,14,12.68,3.2,4.23
2005,11,15,14.91,2.98,4.25
2005,11,16,13.09,4.47,6.34
2005,11,17,16.23,4.22,6.3
2005,11,18,14.61,3.98,5.47
2005,11,19,16.34,4.98,7.92
2005,11,20,17.65,6.62,9.84
2005,11,21,16.26,7.87,10.28
2005,11,22,17.27,6.49,8.25
2005,11,23,12.19,3.79,5.29
2005,11,24,12.37,3.62,5.39
2005,11,25,12.96,3.78,5.27
2005,11,26,12.65,5.5,8.06
2005,11,27,9.13,4.53,6.48
